UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
7724,M01724,M,302.0,311.5,1729,39.8,73,0,No Failure
7725,M01725,M,301.9,311.4,1771,38.7,86,0,No Failure
7726,M01726,M,301.8,311.2,1808,37.3,97,0,No Failure
7727,M01727,M,301.7,311.1,1850,35.6,107,0,No Failure
7728,M01728,M,301.6,311.0,1917,32.8,116,0,No Failure
7729,M01729,M,301.4,311.1,2077,27.7,124,0,No Failure
7730,M01730,M,301.2,311.4,2333,20.2,130,0,No Failure
7731,M01731,M,301.0,311.9,2608,12.4,137,0,No Failure
7732,M01732,M,301.0,312.2,2710,9.7,143,1,Power Failure
7733,M01733,M,301.1,312.3,2534,14.6,149,0,No Failure
7734,M01734,M,301.4,312.1,2184,24.6,154,0,No Failure
7735,M01735,M,301.7,311.9,1861,34.1,160,0,No Failure
7736,M01736,M,301.9,311.9,1643,40.3,166,0,No Failure
7737,M01737,M,302.1,311.9,1525,43.3,172,0,No Failure
7738,M01738,M,302.1,311.9,1448,44.7,180,0,No Failure
7739,M01739,M,302.2,311.9,1396,44.3,191,0,No Failure
7740,M01740,M,302.2,311.8,1347,43.6,205,0,No Failure
7741,M01741,M,302.1,311.7,1301,42.9,223,0,No Failure
7742,M01742,M,301.5,310.9,1637,40.2,4,0,No Failure
7743,M01743,M,301.5,310.9,1587,40.0,12,0,No Failure
7744,M01744,M,301.5,310.9,1539,39.9,21,0,No Failure
7745,M01745,M,301.6,310.9,1491,40.0,32,0,No Failure
7746,M01746,M,301.8,310.9,1437,41.3,43,0,No Failure
7747,M01747,M,302.1,310.9,1394,42.8,55,0,No Failure
7748,M01748,M,302.3,310.9,1360,44.0,67,1,Heat Dissipation Failure
7749,M01749,M,302.2,311.0,1348,44.4,78,0,No Failure
7750,M01750,M,301.9,311.1,1335,44.8,88,0,No Failure
7751,M01751,M,301.7,311.2,1331,44.8,97,0,No Failure
7752,M01752,M,301.7,311.4,1333,44.8,105,0,No Failure
7753,M01753,M,301.7,311.4,1334,45.1,113,0,No Failure
7754,M01754,M,301.9,311.4,1332,45.1,120,0,No Failure
7755,M01755,M,302.1,311.1,1337,45.5,128,0,No Failure
7756,M01756,M,302.3,310.7,1353,45.9,136,0,No Failure
7757,M01757,M,302.4,310.5,1372,45.7,144,1,Heat Dissipation Failure
7758,M01758,M,302.3,310.6,1398,45.0,153,0,No Failure
7759,M01759,M,302.0,310.8,1425,43.5,161,0,No Failure
7760,M01760,M,301.8,311.0,1468,42.2,169,0,No Failure
7761,M01761,M,301.7,311.1,1502,41.4,175,0,No Failure
7762,M01762,M,301.6,311.1,1535,40.9,180,0,No Failure
7763,M01763,M,301.6,311.0,1571,40.4,183,0,No Failure
7764,M01764,M,301.6,311.0,1603,39.9,187,0,No Failure
7765,M01765,M,301.6,311.0,1631,39.0,191,0,No Failure
7766,M01766,M,301.6,311.0,1659,38.3,197,0,No Failure
7767,M01767,M,301.5,310.9,1694,37.3,205,0,No Failure
7768,M01768,M,301.3,311.3,1370,42.4,5,0,No Failure
7769,M01769,M,301.1,311.1,1424,41.3,12,0,No Failure
7770,M01770,M,301.0,311.0,1484,40.4,19,0,No Failure
7771,M01771,M,300.9,311.0,1534,38.9,27,0,No Failure
7772,M01772,M,300.9,310.9,1579,38.2,35,0,No Failure
7773,M01773,M,301.0,310.9,1622,37.7,43,0,No Failure
7774,M01774,M,301.1,310.8,1655,37.2,50,0,No Failure
7775,M01775,M,301.2,310.8,1684,36.5,55,0,No Failure
7776,M01776,M,301.3,310.8,1707,36.7,60,0,No Failure
7777,M01777,M,301.4,310.7,1730,37.0,64,0,No Failure
7778,M01778,M,301.5,310.7,1737,36.9,68,0,No Failure
7779,M01779,M,301.5,310.6,1736,37.1,74,0,No Failure
7780,M01780,M,301.5,310.6,1733,37.6,82,0,No Failure
7781,M01781,M,301.4,310.7,1716,37.7,92,0,No Failure
7782,M01782,M,301.4,310.8,1695,38.2,105,0,No Failure
7783,M01783,M,301.4,310.9,1669,38.6,121,0,No Failure
7784,M01784,M,301.4,311.1,1636,39.0,138,0,No Failure
7785,M01785,M,301.4,311.3,1600,39.4,155,0,No Failure
7786,M01786,M,301.5,311.4,1566,39.9,171,0,No Failure
7787,M01787,M,301.5,311.5,1532,39.9,185,0,No Failure
7788,M01788,M,301.4,311.4,1530,39.2,199,0,No Failure
7789,M01789,M,301.1,311.0,1567,36.6,211,0,No Failure
7790,M01790,M,300.7,310.5,1647,32.1,222,0,No Failure
7791,M01791,M,300.4,310.2,1671,30.5,234,1,Tool Wear Failure
7792,M01792,M,300.6,309.9,1982,21.6,3,0,No Failure
7793,M01793,M,300.7,310.2,1785,29.0,10,0,No Failure
7794,M01794,M,300.8,310.3,1638,34.9,19,0,No Failure
7795,M01795,M,300.8,310.3,1536,38.1,29,0,No Failure
7796,M01796,M,300.7,310.3,1460,39.5,40,0,No Failure
7797,M01797,M,300.7,310.3,1404,40.3,51,0,No Failure
7798,M01798,M,300.7,310.4,1350,40.9,62,0,No Failure
7799,M01799,M,300.8,310.5,1305,41.1,72,0,No Failure
7800,M01800,M,300.9,310.6,1273,41.0,79,0,No Failure
7801,M01801,M,300.9,310.7,1242,41.4,86,0,No Failure
7802,M01802,M,301.0,310.8,1220,41.5,91,0,No Failure
7803,M01803,M,301.0,310.8,1221,41.1,95,0,No Failure
7804,M01804,M,301.0,310.8,1215,41.1,100,0,No Failure
7805,M01805,M,301.0,310.8,1226,40.8,105,0,No Failure
7806,M01806,M,301.0,310.8,1253,40.8,112,0,No Failure
7807,M01807,M,301.0,310.9,1270,40.4,120,0,No Failure
7808,M01808,M,301.1,310.9,1304,39.9,130,0,No Failure
7809,M01809,M,301.2,311.0,1338,39.5,141,0,No Failure
7810,M01810,M,301.3,311.1,1384,38.8,152,0,No Failure
7811,M01811,M,301.4,311.2,1439,38.1,162,0,No Failure
7812,M01812,M,301.6,311.4,1485,37.3,171,0,No Failure
7813,M01813,M,301.7,311.4,1552,36.3,177,0,No Failure
7814,M01814,M,301.7,311.4,1644,34.6,182,0,No Failure
7815,M01815,M,301.8,311.2,1792,30.5,186,0,No Failure
7816,M01816,M,301.8,310.8,2018,24.4,190,0,No Failure
7817,M01817,M,301.9,310.4,2240,17.4,197,0,No Failure
7818,M01818,M,301.8,310.1,2372,13.9,205,1,Power Failure
7819,M01819,M,301.0,309.9,1843,24.6,3,0,No Failure
7820,M01820,M,300.8,310.0,1731,30.1,11,0,No Failure
7821,M01821,M,300.6,310.1,1632,35.3,20,0,No Failure
7822,M01822,M,300.6,310.2,1600,37.6,29,0,No Failure
7823,M01823,M,300.6,310.3,1615,37.9,39,0,No Failure
7824,M01824,M,300.7,310.4,1649,37.8,49,0,No Failure
7825,M01825,M,300.8,310.5,1685,36.7,59,0,No Failure
7826,M01826,M,300.9,310.6,1710,36.1,69,0,No Failure
7827,M01827,M,301.0,310.7,1730,35.4,78,0,No Failure
7828,M01828,M,301.0,310.7,1738,34.9,86,0,No Failure
7829,M01829,M,301.1,310.7,1748,34.2,93,0,No Failure
7830,M01830,M,301.1,310.7,1754,34.1,99,0,No Failure
7831,M01831,M,301.1,310.6,1755,34.0,105,0,No Failure
7832,M01832,M,301.1,310.6,1758,34.4,111,0,No Failure
7833,M01833,M,301.1,310.5,1759,34.8,116,0,No Failure
7834,M01834,M,301.2,310.5,1756,35.4,122,0,No Failure
7835,M01835,M,301.2,310.5,1752,36.0,128,0,No Failure
7836,M01836,M,301.3,310.6,1745,36.7,135,0,No Failure
7837,M01837,M,301.3,310.7,1735,37.6,142,0,No Failure
7838,M01838,M,301.4,310.8,1717,38.4,149,0,No Failure
7839,M01839,M,301.4,311.0,1700,39.0,155,0,No Failure
7840,M01840,M,301.4,311.1,1674,39.7,161,0,No Failure
7841,M01841,M,301.4,311.3,1652,41.2,165,0,No Failure
7842,M01842,M,301.3,311.3,1617,41.7,169,0,No Failure
7843,M01843,M,301.2,311.3,1578,42.2,172,0,No Failure
7844,M01844,M,301.1,311.2,1537,42.6,176,0,No Failure
7845,M01845,M,301.0,311.1,1492,43.2,180,0,No Failure
7846,M01846,M,300.8,310.9,1441,43.7,188,0,No Failure
7847,M01847,M,300.7,310.7,1385,44.2,199,0,No Failure
7848,M01848,M,300.6,310.5,1333,44.7,215,0,No Failure
7849,M01849,M,300.6,310.2,1702,39.8,1,0,No Failure
7850,M01850,M,300.6,310.1,1616,38.9,9,0,No Failure
7851,M01851,M,300.6,310.0,1539,38.5,16,0,No Failure
7852,M01852,M,300.7,310.0,1464,38.9,23,0,No Failure
7853,M01853,M,300.9,310.1,1398,40.3,31,0,No Failure
7854,M01854,M,301.0,310.3,1349,42.8,41,0,No Failure
7855,M01855,M,301.2,310.5,1318,45.1,53,0,No Failure
7856,M01856,M,301.3,310.6,1298,47.5,68,0,No Failure
7857,M01857,M,301.5,310.7,1289,49.6,83,0,No Failure
7858,M01858,M,301.8,310.7,1305,51.7,99,0,No Failure
7859,M01859,M,302.1,310.6,1325,52.3,113,0,No Failure
7860,M01860,M,302.2,310.6,1355,51.5,126,1,Heat Dissipation Failure
7861,M01861,M,302.0,310.7,1412,48.6,137,0,No Failure
7862,M01862,M,301.6,310.8,1465,44.2,147,0,No Failure
7863,M01863,M,301.2,310.8,1526,40.0,156,0,No Failure
7864,M01864,M,301.0,310.8,1582,36.9,166,0,No Failure
7865,M01865,M,300.8,310.6,1634,35.8,176,0,No Failure
7866,M01866,M,300.7,310.4,1685,35.2,185,0,No Failure
7867,M01867,M,300.6,310.3,1735,35.7,195,0,No Failure
7868,M01868,M,301.1,310.9,1326,44.0,4,0,No Failure
7869,M01869,M,301.1,311.0,1402,42.5,14,0,No Failure
7870,M01870,M,301.2,311.1,1478,41.4,22,0,No Failure
7871,M01871,M,301.2,311.2,1550,40.6,31,0,No Failure
7872,M01872,M,301.2,311.2,1610,39.9,39,0,No Failure
7873,M01873,M,301.3,311.2,1662,39.3,46,0,No Failure
7874,M01874,M,301.3,311.2,1698,38.5,53,0,No Failure
7875,M01875,M,301.3,311.2,1729,38.0,59,0,No Failure
7876,M01876,M,301.2,311.2,1754,37.6,66,0,No Failure
7877,M01877,M,301.2,311.1,1771,37.5,71,0,No Failure
7878,M01878,M,301.1,311.0,1775,37.3,76,0,No Failure
7879,M01879,M,301.0,310.9,1801,36.2,81,0,No Failure
7880,M01880,M,301.0,310.8,1855,34.3,85,0,No Failure
7881,M01881,M,301.0,310.7,1999,30.2,89,0,No Failure
7882,M01882,M,301.0,310.7,2247,23.3,93,0,No Failure
7883,M01883,M,301.1,310.8,2517,15.4,97,0,No Failure
7884,M01884,M,301.1,310.7,2636,12.2,100,1,Power Failure
7885,M01885,M,301.0,310.5,2506,15.5,104,0,No Failure
7886,M01886,M,300.8,310.1,2231,22.7,107,0,No Failure
7887,M01887,M,300.6,309.9,1966,29.7,111,0,No Failure
7888,M01888,M,300.6,309.7,1815,34.2,115,0,No Failure
7889,M01889,M,300.6,309.7,1740,35.9,120,0,No Failure
7890,M01890,M,300.6,309.7,1701,37.3,126,0,No Failure
7891,M01891,M,300.7,309.8,1676,38.0,133,0,No Failure
7892,M01892,M,300.7,309.9,1646,39.0,141,0,No Failure
7893,M01893,M,300.8,310.0,1604,39.9,150,0,No Failure
7894,M01894,M,300.9,310.2,1563,41.0,160,0,No Failure
7895,M01895,M,300.9,310.3,1517,41.6,170,0,No Failure
7896,M01896,M,301.0,310.5,1475,42.3,180,0,No Failure
7897,M01897,M,301.0,310.6,1417,42.7,189,0,No Failure
7898,M01898,M,301.1,310.8,1348,43.4,197,0,No Failure
7899,M01899,M,301.1,310.9,1293,43.4,203,0,No Failure
7900,M01900,M,301.1,310.8,1525,40.7,3,0,No Failure
7901,M01901,M,301.0,310.7,1640,37.9,13,0,No Failure
7902,M01902,M,300.9,310.7,1727,36.0,24,0,No Failure
7903,M01903,M,300.8,310.5,1774,34.9,34,0,No Failure
7904,M01904,M,300.8,310.4,1748,35.1,45,0,No Failure
7905,M01905,M,300.8,310.3,1667,36.2,56,0,No Failure
7906,M01906,M,300.8,310.1,1551,38.0,66,0,No Failure
7907,M01907,M,300.8,310.0,1438,39.9,75,0,No Failure
7908,M01908,M,300.9,310.0,1358,41.5,83,0,No Failure
7909,M01909,M,300.9,310.0,1337,42.1,90,0,No Failure
7910,M01910,M,300.9,310.0,1392,41.7,97,0,No Failure
7911,M01911,M,300.9,310.1,1488,40.4,105,0,No Failure
7912,M01912,M,300.9,310.2,1600,38.6,112,0,No Failure
7913,M01913,M,300.8,310.4,1711,37.0,121,0,No Failure
7914,M01914,M,300.8,310.5,1761,36.1,130,0,No Failure
7915,M01915,M,300.8,310.6,1752,36.3,139,0,No Failure
7916,M01916,M,300.9,310.7,1682,37.2,148,0,No Failure
7917,M01917,M,300.9,310.7,1589,38.5,157,0,No Failure
7918,M01918,M,301.0,310.8,1485,39.8,164,0,No Failure
7919,M01919,M,301.1,310.8,1410,40.6,171,0,No Failure
7920,M01920,M,301.1,310.8,1390,40.9,176,0,No Failure
7921,M01921,M,301.2,310.8,1428,40.3,181,0,No Failure
7922,M01922,M,301.1,310.8,1497,39.2,187,0,No Failure
7923,M01923,M,301.1,310.8,1582,38.1,193,0,No Failure
7924,M01924,M,301.3,310.8,1539,38.9,4,0,No Failure
7925,M01925,M,301.1,310.7,1650,38.9,12,0,No Failure
7926,M01926,M,301.0,310.6,1735,39.5,22,0,No Failure
7927,M01927,M,300.9,310.4,1748,40.1,34,0,No Failure
7928,M01928,M,300.8,310.3,1696,40.7,48,0,No Failure
7929,M01929,M,300.7,310.2,1584,40.9,62,0,No Failure
7930,M01930,M,300.8,310.3,1463,41.0,75,0,No Failure
7931,M01931,M,300.9,310.4,1384,40.5,86,0,No Failure
7932,M01932,M,301.0,310.6,1372,39.4,96,0,No Failure
7933,M01933,M,301.0,310.7,1436,37.7,106,0,No Failure
7934,M01934,M,301.0,310.7,1544,36.1,115,0,No Failure
7935,M01935,M,300.9,310.7,1661,34.3,124,0,No Failure
7936,M01936,M,300.8,310.5,1729,33.7,134,0,No Failure
7937,M01937,M,300.8,310.4,1727,34.4,144,0,No Failure
7938,M01938,M,300.8,310.2,1659,35.6,155,0,No Failure
7939,M01939,M,300.9,310.2,1552,37.5,165,0,No Failure
7940,M01940,M,301.0,310.2,1450,39.6,175,0,No Failure
7941,M01941,M,301.1,310.4,1395,40.6,185,0,No Failure
7942,M01942,M,301.3,310.5,1412,40.4,194,0,No Failure
7943,M01943,M,301.3,310.7,1482,39.7,203,0,No Failure
7944,M01944,M,301.3,310.8,1571,38.5,212,0,No Failure
7945,M01945,M,300.6,310.2,1332,41.0,4,0,No Failure
7946,M01946,M,300.8,310.2,1425,40.7,16,0,No Failure
7947,M01947,M,301.0,310.2,1518,40.6,26,0,No Failure
7948,M01948,M,301.1,310.3,1608,40.0,37,0,No Failure
7949,M01949,M,301.2,310.3,1685,39.7,46,0,No Failure
7950,M01950,M,301.3,310.3,1748,38.9,56,0,No Failure
7951,M01951,M,301.3,310.3,1809,38.0,66,0,No Failure
7952,M01952,M,301.3,310.4,1841,37.1,76,0,No Failure
7953,M01953,M,301.3,310.5,1871,37.1,86,0,No Failure
7954,M01954,M,301.2,310.7,1875,36.8,97,0,No Failure
7955,M01955,M,301.3,310.9,1868,36.9,107,0,No Failure
7956,M01956,M,301.2,311.0,1848,36.9,117,0,No Failure
7957,M01957,M,301.2,311.1,1819,36.8,127,0,No Failure
7958,M01958,M,301.1,311.0,1763,36.0,137,0,No Failure
7959,M01959,M,301.0,310.9,1708,35.3,147,0,No Failure
7960,M01960,M,300.9,310.7,1633,34.3,158,0,No Failure
7961,M01961,M,300.7,310.5,1563,34.0,168,0,No Failure
7962,M01962,M,300.6,310.3,1494,34.7,179,0,No Failure
7963,M01963,M,300.5,310.2,1424,36.7,190,0,No Failure
7964,M01964,M,300.5,310.1,1363,40.1,201,0,No Failure
7965,M01965,M,300.6,310.1,1307,43.8,210,0,No Failure
7966,M01966,M,301.2,310.3,1517,39.6,5,0,No Failure
7967,M01967,M,301.1,310.3,1608,38.9,9,0,No Failure
7968,M01968,M,301.1,310.2,1687,38.1,14,0,No Failure
7969,M01969,M,301.0,310.2,1740,37.8,20,0,No Failure
7970,M01970,M,300.9,310.1,1762,38.3,27,0,No Failure
7971,M01971,M,300.8,310.1,1744,38.9,35,0,No Failure
7972,M01972,M,300.8,310.1,1681,39.4,44,0,No Failure
7973,M01973,M,300.7,310.1,1606,40.8,53,0,No Failure
7974,M01974,M,300.7,310.2,1510,41.8,63,0,No Failure
7975,M01975,M,300.6,310.2,1421,42.5,71,0,No Failure
7976,M01976,M,300.7,310.3,1353,43.4,79,0,No Failure
7977,M01977,M,300.8,310.3,1303,45.2,87,0,No Failure
7978,M01978,M,300.9,310.3,1283,49.4,94,0,No Failure
7979,M01979,M,301.2,310.1,1252,57.4,100,0,No Failure
7980,M01980,M,301.5,309.9,1235,65.5,106,0,No Failure
7981,M01981,M,301.7,309.8,1284,68.2,111,1,Power Failure
7982,M01982,M,301.7,310.0,1414,61.8,116,0,No Failure
7983,M01983,M,301.6,310.5,1582,50.7,120,0,No Failure
7984,M01984,M,301.4,310.8,1692,41.0,125,0,No Failure
7985,M01985,M,301.3,311.0,1731,36.1,129,0,No Failure
7986,M01986,M,301.4,311.1,1698,35.9,134,0,No Failure
7987,M01987,M,301.5,311.1,1628,37.9,139,0,No Failure
7988,M01988,M,301.7,311.1,1534,41.7,144,0,No Failure
7989,M01989,M,302.2,311.2,1438,47.0,150,0,No Failure
7990,M01990,M,302.8,311.3,1367,51.4,157,0,No Failure
7991,M01991,M,303.0,311.3,1335,53.6,164,1,Heat Dissipation Failure
7992,M01992,M,302.7,311.1,1364,52.0,170,0,No Failure
7993,M01993,M,302.2,310.8,1426,48.2,177,0,No Failure
7994,M01994,M,301.6,310.6,1514,44.4,184,0,No Failure
7995,M01995,M,301.3,310.4,1604,41.5,190,0,No Failure
7996,M01996,M,301.2,311.1,1239,43.1,4,0,No Failure
7997,M01997,M,301.3,311.2,1361,41.0,11,0,No Failure
7998,M01998,M,301.3,311.3,1461,39.0,18,0,No Failure
7999,M01999,M,301.4,311.3,1558,37.2,25,0,No Failure
8000,M02000,M,301.4,311.3,1636,35.5,31,0,No Failure
8001,M02001,M,301.3,311.1,1690,33.8,36,0,No Failure
8002,M02002,M,301.3,311.0,1743,32.5,42,0,No Failure
8003,M02003,M,301.2,310.9,1776,31.7,47,0,No Failure
8004,M02004,M,301.1,310.8,1797,31.1,52,0,No Failure
8005,M02005,M,301.1,310.7,1815,30.8,57,0,No Failure
8006,M02006,M,301.1,310.6,1819,30.8,62,0,No Failure
8007,M02007,M,301.0,310.6,1830,31.5,66,0,No Failure
8008,M02008,M,301.0,310.5,1828,32.6,71,0,No Failure
8009,M02009,M,301.1,310.5,1834,34.0,75,0,No Failure
8010,M02010,M,301.1,310.4,1833,35.6,79,0,No Failure
8011,M02011,M,301.0,310.4,1832,36.8,83,0,No Failure
8012,M02012,M,301.0,310.3,1822,38.1,87,0,No Failure
8013,M02013,M,301.0,310.2,1813,39.0,92,0,No Failure
8014,M02014,M,300.9,310.1,1789,39.5,97,0,No Failure
8015,M02015,M,300.8,310.0,1755,39.7,104,0,No Failure
8016,M02016,M,300.8,310.0,1716,40.5,113,0,No Failure
8017,M02017,M,301.0,310.0,1651,41.8,124,0,No Failure
8018,M02018,M,301.4,309.9,1558,43.9,137,0,No Failure
8019,M02019,M,301.8,310.0,1461,46.6,151,0,No Failure
8020,M02020,M,302.1,310.1,1379,48.2,166,1,Heat Dissipation Failure
8021,M02021,M,302.0,310.4,1326,48.3,180,0,No Failure
8022,M02022,M,301.7,310.7,1291,47.3,191,0,No Failure
8023,M02023,M,301.5,311.0,1268,46.5,199,0,No Failure
8024,M02024,M,300.9,310.3,1317,44.9,4,0,No Failure
8025,M02025,M,300.9,310.4,1406,41.4,8,0,No Failure
8026,M02026,M,301.0,310.6,1484,39.0,13,0,No Failure
8027,M02027,M,301.1,310.7,1552,37.1,19,0,No Failure
8028,M02028,M,301.1,310.8,1616,35.1,26,0,No Failure
8029,M02029,M,301.1,310.8,1661,33.5,33,0,No Failure
8030,M02030,M,301.1,310.8,1695,32.6,42,0,No Failure
8031,M02031,M,301.1,310.8,1727,31.8,50,0,No Failure
8032,M02032,M,301.0,310.8,1746,31.4,59,0,No Failure
8033,M02033,M,301.0,310.7,1754,31.6,69,0,No Failure
8034,M02034,M,301.0,310.7,1760,31.8,78,0,No Failure
8035,M02035,M,301.0,310.7,1770,32.3,87,0,No Failure
8036,M02036,M,301.0,310.8,1773,32.9,96,0,No Failure
8037,M02037,M,301.0,310.8,1774,34.1,106,0,No Failure
8038,M02038,M,301.1,310.9,1775,35.6,115,0,No Failure
8039,M02039,M,301.2,311.0,1769,36.7,124,0,No Failure
8040,M02040,M,301.2,311.1,1766,37.9,133,0,No Failure
8041,M02041,M,301.2,311.1,1759,38.9,142,0,No Failure
8042,M02042,M,301.2,311.1,1747,39.6,150,0,No Failure
8043,M02043,M,301.2,311.1,1728,40.2,158,0,No Failure
8044,M02044,M,301.1,311.0,1712,40.6,166,0,No Failure
8045,M02045,M,301.0,310.8,1687,40.6,173,0,No Failure
8046,M02046,M,300.9,310.7,1659,40.8,179,0,No Failure
8047,M02047,M,300.8,310.5,1626,40.8,185,0,No Failure
8048,M02048,M,300.7,310.3,1586,41.5,190,0,No Failure
8049,M02049,M,300.7,310.2,1535,42.3,195,0,No Failure
8050,M02050,M,300.7,310.2,1486,43.7,199,0,No Failure
8051,M02051,M,300.7,310.2,1441,45.3,204,0,No Failure
8052,M02052,M,300.8,310.2,1381,46.9,209,0,No Failure
8053,M02053,M,300.8,310.3,1324,48.4,215,0,No Failure
8054,M02054,M,301.0,310.8,1673,38.3,3,0,No Failure
8055,M02055,M,301.0,310.8,1615,38.3,12,0,No Failure
8056,M02056,M,301.0,310.8,1568,38.5,21,0,No Failure
8057,M02057,M,301.0,310.8,1520,38.9,31,0,No Failure
8058,M02058,M,301.0,310.8,1478,40.6,40,0,No Failure
8059,M02059,M,301.1,310.8,1431,45.1,50,0,No Failure
8060,M02060,M,301.3,310.7,1378,53.1,59,0,No Failure
8061,M02061,M,301.5,310.6,1332,61.7,67,0,No Failure
8062,M02062,M,301.6,310.6,1309,65.8,75,1,Power Failure
8063,M02063,M,301.4,310.6,1309,62.5,82,0,No Failure
8064,M02064,M,301.1,310.6,1344,54.5,88,0,No Failure
8065,M02065,M,300.9,310.7,1381,47.4,94,0,No Failure
8066,M02066,M,300.8,310.7,1413,42.7,101,0,No Failure
8067,M02067,M,300.8,310.6,1440,40.8,108,0,No Failure
8068,M02068,M,300.9,310.6,1466,39.8,116,0,No Failure
8069,M02069,M,301.0,310.6,1488,39.1,124,0,No Failure
8070,M02070,M,301.0,310.6,1513,39.0,133,0,No Failure
8071,M02071,M,301.0,310.6,1539,39.3,143,0,No Failure
8072,M02072,M,301.0,310.6,1556,39.8,153,0,No Failure
8073,M02073,M,301.0,310.6,1572,39.8,163,0,No Failure
8074,M02074,M,300.9,310.6,1598,39.8,173,0,No Failure
8075,M02075,M,300.9,310.6,1617,40.1,181,0,No Failure
8076,M02076,M,300.9,310.7,1630,40.1,188,0,No Failure
8077,M02077,M,300.9,310.7,1645,39.1,195,0,No Failure
8078,M02078,M,301.0,310.8,1665,38.5,200,0,No Failure
8079,M02079,M,301.0,310.8,1689,37.3,205,0,No Failure
8080,M02080,M,301.0,310.8,1708,35.9,210,0,No Failure
8081,M02081,M,300.5,310.5,1527,40.5,0,0,No Failure
8082,M02082,M,300.6,310.7,1615,38.8,4,0,No Failure
8083,M02083,M,300.7,310.8,1688,37.2,11,0,No Failure
8084,M02084,M,300.8,311.0,1733,36.4,20,0,No Failure
8085,M02085,M,300.9,311.1,1749,36.1,31,0,No Failure
8086,M02086,M,300.9,311.2,1709,36.8,42,0,No Failure
8087,M02087,M,301.0,311.2,1643,38.3,53,0,No Failure
8088,M02088,M,301.0,311.2,1555,40.1,63,0,No Failure
8089,M02089,M,301.0,311.2,1454,42.0,72,0,No Failure
8090,M02090,M,301.0,311.2,1389,43.3,78,0,No Failure
8091,M02091,M,301.0,311.1,1348,44.2,83,0,No Failure
8092,M02092,M,300.9,311.0,1358,44.2,86,0,No Failure
8093,M02093,M,300.9,311.0,1410,43.2,90,0,No Failure
8094,M02094,M,300.9,310.9,1493,41.3,93,0,No Failure
8095,M02095,M,300.8,310.8,1587,39.6,98,0,No Failure
8096,M02096,M,300.8,310.7,1666,38.1,105,0,No Failure
8097,M02097,M,300.8,310.7,1727,36.8,114,0,No Failure
8098,M02098,M,300.8,310.5,1745,36.3,123,0,No Failure
8099,M02099,M,300.8,310.4,1714,36.8,134,0,No Failure
8100,M02100,M,300.7,310.3,1646,37.7,145,0,No Failure
8101,M02101,M,300.7,310.2,1574,39.0,155,0,No Failure
8102,M02102,M,300.6,310.2,1491,40.4,163,0,No Failure
8103,M02103,M,300.6,310.1,1427,41.6,170,0,No Failure
8104,M02104,M,300.5,310.1,1394,42.6,175,0,No Failure
8105,M02105,M,300.5,310.1,1400,42.6,179,0,No Failure
8106,M02106,M,300.5,310.2,1441,42.0,184,0,No Failure
8107,M02107,M,300.5,310.3,1505,41.3,189,0,No Failure
8108,M02108,M,300.6,310.5,1581,40.1,196,0,No Failure
8109,M02109,M,301.0,311.1,1314,42.8,2,0,No Failure
8110,M02110,M,301.0,311.3,1448,40.4,11,0,No Failure
8111,M02111,M,300.9,311.4,1551,38.3,23,0,No Failure
8112,M02112,M,300.8,311.3,1645,36.9,36,0,No Failure
8113,M02113,M,300.6,311.1,1704,35.9,51,0,No Failure
8114,M02114,M,300.4,310.8,1739,35.2,67,0,No Failure
8115,M02115,M,300.2,310.5,1757,35.6,83,0,No Failure
8116,M02116,M,300.1,310.3,1774,35.7,98,0,No Failure
8117,M02117,M,300.1,310.2,1778,35.7,112,0,No Failure
8118,M02118,M,300.3,310.1,1771,36.0,125,0,No Failure
8119,M02119,M,300.4,310.2,1771,36.5,135,0,No Failure
8120,M02120,M,300.6,310.3,1758,37.1,143,0,No Failure
8121,M02121,M,300.8,310.5,1740,37.7,149,0,No Failure
8122,M02122,M,300.8,310.5,1712,38.0,154,0,No Failure
8123,M02123,M,300.8,310.5,1667,39.0,158,0,No Failure
8124,M02124,M,300.8,310.5,1622,39.4,164,0,No Failure
8125,M02125,M,300.8,310.6,1554,40.2,171,0,No Failure
8126,M02126,M,301.0,310.6,1476,41.1,179,0,No Failure
8127,M02127,M,301.3,310.7,1389,43.1,188,0,No Failure
8128,M02128,M,301.8,310.7,1302,44.9,196,0,No Failure
8129,M02129,M,301.9,310.1,1238,46.5,0,0,No Failure
8130,M02130,M,302.1,310.0,1355,45.1,6,1,Heat Dissipation Failure
8131,M02131,M,301.9,310.1,1477,42.6,12,0,No Failure
8132,M02132,M,301.4,310.3,1576,39.7,20,0,No Failure
8133,M02133,M,300.9,310.5,1659,37.3,29,0,No Failure
8134,M02134,M,300.5,310.6,1719,36.4,39,0,No Failure
8135,M02135,M,300.3,310.5,1762,36.7,48,0,No Failure
8136,M02136,M,300.2,310.5,1794,37.6,56,0,No Failure
8137,M02137,M,300.2,310.4,1814,38.3,65,0,No Failure
8138,M02138,M,300.2,310.4,1826,39.5,72,0,No Failure
8139,M02139,M,300.2,310.3,1840,40.1,79,0,No Failure
8140,M02140,M,300.3,310.3,1844,40.5,85,0,No Failure
8141,M02141,M,300.4,310.4,1843,40.6,92,0,No Failure
8142,M02142,M,300.5,310.5,1840,40.2,98,0,No Failure
8143,M02143,M,300.6,310.5,1830,39.6,105,0,No Failure
